Timestamp,Face ID,Happiness Index
2023-07-21 17:32:35.544155,131-19-53-53-1689940955,96.09609985351562,Very Happy
2023-07-21 17:32:35.662994,247-138-272-272-1689940955,76.18140411376953,Satisfied
2023-07-21 17:32:35.716537,129-17-53-53-1689940955,91.75904846191406,Very Happy
2023-07-21 17:32:35.807243,130-21-53-53-1689940955,90.8658676147461,Very Happy
2023-07-21 17:32:35.999236,134-38-53-53-1689940955,85.45845794677734,Satisfied
2023-07-21 17:32:36.236288,132-23-53-53-1689940956,90.88143920898438,Very Happy
2023-07-21 17:32:36.677208,247-144-281-281-1689940956,56.64970397949219,Unsatisfied
2023-07-21 17:32:36.763217,245-144-279-279-1689940956,89.83815002441406,Satisfied
2023-07-21 17:32:36.863960,245-144-279-279-1689940956,89.83815002441406,Satisfied
2023-07-21 17:32:36.957129,241-149-284-284-1689940956,88.77519989013672,Satisfied
2023-07-21 17:32:37.055519,246-167-281-281-1689940957,96.46041107177734,Very Happy
2023-07-21 17:32:37.117201,133-22-53-53-1689940957,88.39525604248047,Satisfied
2023-07-21 17:32:37.172207,237-51-53-53-1689940957,88.02165985107422,Satisfied
2023-07-21 17:32:37.229721,140-56-53-53-1689940957,79.86650848388672,Satisfied
2023-07-21 17:32:37.331819,253-185-273-273-1689940957,99.9244384765625,Very Happy
2023-07-21 17:32:37.426378,253-185-273-273-1689940957,99.9244384765625,Very Happy
2023-07-21 17:32:37.516913,253-184-271-271-1689940957,99.89241790771484,Very Happy
2023-07-21 17:32:37.620189,255-184-276-276-1689940957,99.84591674804688,Very Happy
2023-07-21 17:32:37.719713,256-183-272-272-1689940957,95.58196258544922,Very Happy
2023-07-21 17:32:38.659983,255-182-275-275-1689940958,87.8076400756836,Satisfied
2023-07-21 17:32:38.974019,256-180-280-280-1689940958,99.30207824707031,Very Happy
2023-07-21 17:32:39.216879,253-181-278-278-1689940959,99.63441467285156,Very Happy
2023-07-21 17:32:39.704537,260-185-270-270-1689940959,69.08745574951172,Neutral
2023-07-21 17:32:39.802101,260-185-270-270-1689940959,69.08745574951172,Neutral
2023-07-21 17:32:39.909906,250-179-282-282-1689940959,99.39932250976562,Very Happy
2023-07-21 17:32:40.023950,248-177-285-285-1689940960,99.35899353027344,Very Happy
2023-07-21 17:32:40.356307,145-62-53-53-1689940960,96.31208801269531,Very Happy
2023-07-21 17:32:40.544757,257-184-274-274-1689940960,99.80096435546875,Very Happy
2023-07-21 17:32:40.648021,257-184-274-274-1689940960,99.80096435546875,Very Happy
2023-07-21 17:32:40.901367,252-183-276-276-1689940960,99.73619842529297,Very Happy
2023-07-21 17:32:41.006386,256-188-270-270-1689940961,79.06541442871094,Satisfied
2023-07-21 17:32:41.061383,145-62-53-53-1689940961,84.30162048339844,Satisfied
2023-07-21 18:12:11.617882,248-328-98-98-1689943331,[79.191055]
2023-07-21 18:12:11.617882,248-328-98-98-1689943331,[79.191055]
2023-07-21 18:12:16.474854,249-329-94-94-1689943336,[55.449093]
2023-07-21 18:12:11.617882,248-328-98-98-1689943331,[79.191055]
2023-07-21 18:12:16.474854,249-329-94-94-1689943336,[55.449093]
2023-07-21 18:12:16.630926,244-332-99-99-1689943336,[84.63213]
2023-07-21 18:12:11.617882,248-328-98-98-1689943331,[79.191055]
2023-07-21 18:12:16.474854,249-329-94-94-1689943336,[55.449093]
2023-07-21 18:12:16.630926,244-332-99-99-1689943336,[84.63213]
2023-07-21 18:12:17.044144,245-337-98-98-1689943337,[75.23446]
2023-07-21 18:12:11.617882,248-328-98-98-1689943331,[79.191055]
2023-07-21 18:12:16.474854,249-329-94-94-1689943336,[55.449093]
2023-07-21 18:12:16.630926,244-332-99-99-1689943336,[84.63213]
2023-07-21 18:12:17.044144,245-337-98-98-1689943337,[75.23446]
2023-07-21 18:12:36.540951,143-191-216-216-1689943356,[61.254025]
2023-07-21 18:12:11.617882,248-328-98-98-1689943331,[79.191055]
2023-07-21 18:12:16.474854,249-329-94-94-1689943336,[55.449093]
2023-07-21 18:12:16.630926,244-332-99-99-1689943336,[84.63213]
2023-07-21 18:12:17.044144,245-337-98-98-1689943337,[75.23446]
2023-07-21 18:12:36.540951,143-191-216-216-1689943356,[61.254025]
2023-07-21 18:12:54.573781,218-152-278-278-1689943374,[51.17665]
2023-07-21 18:12:11.617882,248-328-98-98-1689943331,[79.191055]
2023-07-21 18:12:16.474854,249-329-94-94-1689943336,[55.449093]
2023-07-21 18:12:16.630926,244-332-99-99-1689943336,[84.63213]
2023-07-21 18:12:17.044144,245-337-98-98-1689943337,[75.23446]
2023-07-21 18:12:36.540951,143-191-216-216-1689943356,[61.254025]
2023-07-21 18:12:54.573781,218-152-278-278-1689943374,[51.17665]
2023-07-21 18:13:10.640695,218-388-53-53-1689943390,[65.0247]
2023-07-21 18:12:11.617882,248-328-98-98-1689943331,[79.191055]
2023-07-21 18:12:16.474854,249-329-94-94-1689943336,[55.449093]
2023-07-21 18:12:16.630926,244-332-99-99-1689943336,[84.63213]
2023-07-21 18:12:17.044144,245-337-98-98-1689943337,[75.23446]
2023-07-21 18:12:36.540951,143-191-216-216-1689943356,[61.254025]
2023-07-21 18:12:54.573781,218-152-278-278-1689943374,[51.17665]
2023-07-21 18:13:10.640695,218-388-53-53-1689943390,[65.0247]
2023-07-21 18:13:14.788233,234-60-216-216-1689943394,[70.938484]
2023-07-21 18:12:11.617882,248-328-98-98-1689943331,[79.191055]
2023-07-21 18:12:16.474854,249-329-94-94-1689943336,[55.449093]
2023-07-21 18:12:16.630926,244-332-99-99-1689943336,[84.63213]
2023-07-21 18:12:17.044144,245-337-98-98-1689943337,[75.23446]
2023-07-21 18:12:36.540951,143-191-216-216-1689943356,[61.254025]
2023-07-21 18:12:54.573781,218-152-278-278-1689943374,[51.17665]
2023-07-21 18:13:10.640695,218-388-53-53-1689943390,[65.0247]
2023-07-21 18:13:14.788233,234-60-216-216-1689943394,[70.938484]
2023-07-21 18:13:14.902692,236-65-206-206-1689943394,[87.283455]
2023-07-21 18:12:11.617882,248-328-98-98-1689943331,[79.191055]
2023-07-21 18:12:16.474854,249-329-94-94-1689943336,[55.449093]
2023-07-21 18:12:16.630926,244-332-99-99-1689943336,[84.63213]
2023-07-21 18:12:17.044144,245-337-98-98-1689943337,[75.23446]
2023-07-21 18:12:36.540951,143-191-216-216-1689943356,[61.254025]
2023-07-21 18:12:54.573781,218-152-278-278-1689943374,[51.17665]
2023-07-21 18:13:10.640695,218-388-53-53-1689943390,[65.0247]
2023-07-21 18:13:14.788233,234-60-216-216-1689943394,[70.938484]
2023-07-21 18:13:14.902692,236-65-206-206-1689943394,[87.283455]
2023-07-21 18:13:14.994889,227-58-220-220-1689943394,[96.93745]
2023-07-21 18:12:11.617882,248-328-98-98-1689943331,[79.191055]
2023-07-21 18:12:16.474854,249-329-94-94-1689943336,[55.449093]
2023-07-21 18:12:16.630926,244-332-99-99-1689943336,[84.63213]
2023-07-21 18:12:17.044144,245-337-98-98-1689943337,[75.23446]
2023-07-21 18:12:36.540951,143-191-216-216-1689943356,[61.254025]
2023-07-21 18:12:54.573781,218-152-278-278-1689943374,[51.17665]
2023-07-21 18:13:10.640695,218-388-53-53-1689943390,[65.0247]
2023-07-21 18:13:14.788233,234-60-216-216-1689943394,[70.938484]
2023-07-21 18:13:14.902692,236-65-206-206-1689943394,[87.283455]
2023-07-21 18:13:14.994889,227-58-220-220-1689943394,[96.93745]
2023-07-21 18:13:15.408289,249-78-196-196-1689943395,[90.44415]
2023-07-21 18:12:11.617882,248-328-98-98-1689943331,[79.191055]
2023-07-21 18:12:16.474854,249-329-94-94-1689943336,[55.449093]
2023-07-21 18:12:16.630926,244-332-99-99-1689943336,[84.63213]
2023-07-21 18:12:17.044144,245-337-98-98-1689943337,[75.23446]
2023-07-21 18:12:36.540951,143-191-216-216-1689943356,[61.254025]
2023-07-21 18:12:54.573781,218-152-278-278-1689943374,[51.17665]
2023-07-21 18:13:10.640695,218-388-53-53-1689943390,[65.0247]
2023-07-21 18:13:14.788233,234-60-216-216-1689943394,[70.938484]
2023-07-21 18:13:14.902692,236-65-206-206-1689943394,[87.283455]
2023-07-21 18:13:14.994889,227-58-220-220-1689943394,[96.93745]
2023-07-21 18:13:15.408289,249-78-196-196-1689943395,[90.44415]
2023-07-21 18:13:15.540558,252-71-206-206-1689943395,[90.69988]
2023-07-21 18:12:11.617882,248-328-98-98-1689943331,[79.191055]
2023-07-21 18:12:16.474854,249-329-94-94-1689943336,[55.449093]
2023-07-21 18:12:16.630926,244-332-99-99-1689943336,[84.63213]
2023-07-21 18:12:17.044144,245-337-98-98-1689943337,[75.23446]
2023-07-21 18:12:36.540951,143-191-216-216-1689943356,[61.254025]
2023-07-21 18:12:54.573781,218-152-278-278-1689943374,[51.17665]
2023-07-21 18:13:10.640695,218-388-53-53-1689943390,[65.0247]
2023-07-21 18:13:14.788233,234-60-216-216-1689943394,[70.938484]
2023-07-21 18:13:14.902692,236-65-206-206-1689943394,[87.283455]
2023-07-21 18:13:14.994889,227-58-220-220-1689943394,[96.93745]
2023-07-21 18:13:15.408289,249-78-196-196-1689943395,[90.44415]
2023-07-21 18:13:15.540558,252-71-206-206-1689943395,[90.69988]
2023-07-21 18:13:15.642308,250-68-213-213-1689943395,[94.91884]
2023-07-21 18:12:11.617882,248-328-98-98-1689943331,[79.191055]
2023-07-21 18:12:16.474854,249-329-94-94-1689943336,[55.449093]
2023-07-21 18:12:16.630926,244-332-99-99-1689943336,[84.63213]
2023-07-21 18:12:17.044144,245-337-98-98-1689943337,[75.23446]
2023-07-21 18:12:36.540951,143-191-216-216-1689943356,[61.254025]
2023-07-21 18:12:54.573781,218-152-278-278-1689943374,[51.17665]
2023-07-21 18:13:10.640695,218-388-53-53-1689943390,[65.0247]
2023-07-21 18:13:14.788233,234-60-216-216-1689943394,[70.938484]
2023-07-21 18:13:14.902692,236-65-206-206-1689943394,[87.283455]
2023-07-21 18:13:14.994889,227-58-220-220-1689943394,[96.93745]
